"Time","Incoming","Outgoing"
2023-06-30 19:35:00,0,0
2023-06-30 19:35:15,738,738
2023-06-30 19:35:30,600,600
2023-06-30 19:35:45,643,643
2023-06-30 19:36:00,644,644
2023-06-30 19:36:15,644,644
2023-06-30 19:36:30,815,816
2023-06-30 19:36:45,131,131

