client,reqID,url,elapsedTime,averageReqTime
client-1.rsx218-dox.cnam.fr,207,host6.domain216.rsx218-dox.cnam.fr,19.864104ms,20.764565ms
client-1.rsx218-dox.cnam.fr,208,host205.domain47.rsx218-dox.cnam.fr,18.843923ms,20.755327ms
client-1.rsx218-dox.cnam.fr,209,host27.domain205.rsx218-dox.cnam.fr,20.809762ms,20.755584ms
client-1.rsx218-dox.cnam.fr,210,host188.domain82.rsx218-dox.cnam.fr,19.970688ms,20.751843ms
client-1.rsx218-dox.cnam.fr,211,host229.domain180.rsx218-dox.cnam.fr,22.816188ms,20.761626ms
client-1.rsx218-dox.cnam.fr,212,host165.domain77.rsx218-dox.cnam.fr,17.245581ms,20.745038ms
client-1.rsx218-dox.cnam.fr,213,host64.domain81.rsx218-dox.cnam.fr,17.786116ms,20.731146ms
client-1.rsx218-dox.cnam.fr,214,host30.domain133.rsx218-dox.cnam.fr,26.659284ms,20.758846ms
client-1.rsx218-dox.cnam.fr,215,host10.domain129.rsx218-dox.cnam.fr,17.441748ms,20.743414ms
client-1.rsx218-dox.cnam.fr,216,host5.domain142.rsx218-dox.cnam.fr,23.529348ms,20.756310ms
client-1.rsx218-dox.cnam.fr,217,host124.domain233.rsx218-dox.cnam.fr,19.0712ms,20.748544ms
client-1.rsx218-dox.cnam.fr,218,host103.domain30.rsx218-dox.cnam.fr,19.906468ms,20.744679ms
client-1.rsx218-dox.cnam.fr,219,host40.domain222.rsx218-dox.cnam.fr,21.148475ms,20.746521ms
client-1.rsx218-dox.cnam.fr,220,host84.domain41.rsx218-dox.cnam.fr,54.607451ms,20.900432ms
client-1.rsx218-dox.cnam.fr,221,host163.domain27.rsx218-dox.cnam.fr,17.955848ms,20.887104ms
client-1.rsx218-dox.cnam.fr,222,host44.domain156.rsx218-dox.cnam.fr,19.563986ms,20.881140ms
client-1.rsx218-dox.cnam.fr,223,host52.domain91.rsx218-dox.cnam.fr,19.493299ms,20.874915ms
client-1.rsx218-dox.cnam.fr,224,host69.domain102.rsx218-dox.cnam.fr,22.710746ms,20.883107ms
client-1.rsx218-dox.cnam.fr,225,host145.domain16.rsx218-dox.cnam.fr,20.743248ms,20.882484ms
client-1.rsx218-dox.cnam.fr,226,host62.domain105.rsx218-dox.cnam.fr,19.182905ms,20.874960ms
client-1.rsx218-dox.cnam.fr,227,host149.domain150.rsx218-dox.cnam.fr,20.45039ms,20.873088ms
client-1.rsx218-dox.cnam.fr,228,host3.domain195.rsx218-dox.cnam.fr,19.117362ms,20.865386ms
client-1.rsx218-dox.cnam.fr,229,host198.domain82.rsx218-dox.cnam.fr,18.6524ms,20.855721ms
client-1.rsx218-dox.cnam.fr,230,host160.domain153.rsx218-dox.cnam.fr,18.917265ms,20.847291ms
client-1.rsx218-dox.cnam.fr,231,host133.domain245.rsx218-dox.cnam.fr,20.709224ms,20.846693ms
client-1.rsx218-dox.cnam.fr,232,host162.domain55.rsx218-dox.cnam.fr,17.970871ms,20.834293ms
client-1.rsx218-dox.cnam.fr,233,host45.domain105.rsx218-dox.cnam.fr,18.952517ms,20.826215ms
client-1.rsx218-dox.cnam.fr,234,host86.domain51.rsx218-dox.cnam.fr,18.153019ms,20.814791ms
client-1.rsx218-dox.cnam.fr,235,host210.domain33.rsx218-dox.cnam.fr,18.897799ms,20.806630ms
