client,reqID,url,elapsedTime,averageReqTime
client-1.rsx218-dox.cnam.fr,185,host124.domain207.rsx218-dox.cnam.fr,20.896348ms,21.526946ms
client-1.rsx218-dox.cnam.fr,186,host246.domain24.rsx218-dox.cnam.fr,18.610586ms,21.511263ms
client-1.rsx218-dox.cnam.fr,187,host42.domain44.rsx218-dox.cnam.fr,18.676512ms,21.496102ms
client-1.rsx218-dox.cnam.fr,188,host189.domain149.rsx218-dox.cnam.fr,19.091497ms,21.483309ms
client-1.rsx218-dox.cnam.fr,189,host229.domain226.rsx218-dox.cnam.fr,20.111164ms,21.476048ms
client-1.rsx218-dox.cnam.fr,190,host44.domain50.rsx218-dox.cnam.fr,19.313813ms,21.464663ms
client-1.rsx218-dox.cnam.fr,191,host188.domain134.rsx218-dox.cnam.fr,20.005069ms,21.457021ms
client-1.rsx218-dox.cnam.fr,192,host83.domain173.rsx218-dox.cnam.fr,21.786894ms,21.458734ms
client-1.rsx218-dox.cnam.fr,193,host96.domain162.rsx218-dox.cnam.fr,21.216469ms,21.457477ms
client-1.rsx218-dox.cnam.fr,194,host13.domain168.rsx218-dox.cnam.fr,21.348274ms,21.456912ms
client-1.rsx218-dox.cnam.fr,195,host223.domain181.rsx218-dox.cnam.fr,22.838601ms,21.463995ms
client-1.rsx218-dox.cnam.fr,196,host206.domain71.rsx218-dox.cnam.fr,21.780761ms,21.465607ms
client-1.rsx218-dox.cnam.fr,197,host200.domain121.rsx218-dox.cnam.fr,22.067087ms,21.468660ms
client-1.rsx218-dox.cnam.fr,198,host250.domain179.rsx218-dox.cnam.fr,23.857222ms,21.480722ms
client-1.rsx218-dox.cnam.fr,199,host186.domain86.rsx218-dox.cnam.fr,34.500255ms,21.546146ms
client-1.rsx218-dox.cnam.fr,200,host196.domain110.rsx218-dox.cnam.fr,18.215101ms,21.529490ms
client-1.rsx218-dox.cnam.fr,201,host223.domain28.rsx218-dox.cnam.fr,18.167394ms,21.512761ms
client-1.rsx218-dox.cnam.fr,202,host19.domain38.rsx218-dox.cnam.fr,19.044983ms,21.500540ms
client-1.rsx218-dox.cnam.fr,203,host53.domain61.rsx218-dox.cnam.fr,20.13864ms,21.493828ms
client-1.rsx218-dox.cnam.fr,204,host29.domain242.rsx218-dox.cnam.fr,18.450006ms,21.478907ms
client-1.rsx218-dox.cnam.fr,205,host232.domain115.rsx218-dox.cnam.fr,20.886999ms,21.476015ms
client-1.rsx218-dox.cnam.fr,206,host35.domain13.rsx218-dox.cnam.fr,32.504984ms,21.529549ms
client-1.rsx218-dox.cnam.fr,207,host208.domain100.rsx218-dox.cnam.fr,23.432495ms,21.538739ms
client-1.rsx218-dox.cnam.fr,208,host206.domain28.rsx218-dox.cnam.fr,19.883114ms,21.530779ms
client-1.rsx218-dox.cnam.fr,209,host50.domain116.rsx218-dox.cnam.fr,20.463913ms,21.525670ms
client-1.rsx218-dox.cnam.fr,210,host99.domain223.rsx218-dox.cnam.fr,18.991557ms,21.513600ms
client-1.rsx218-dox.cnam.fr,211,host243.domain21.rsx218-dox.cnam.fr,21.16554ms,21.511948ms
client-1.rsx218-dox.cnam.fr,212,host120.domain161.rsx218-dox.cnam.fr,20.312462ms,21.506288ms
client-1.rsx218-dox.cnam.fr,213,host21.domain175.rsx218-dox.cnam.fr,18.875631ms,21.493934ms
client-1.rsx218-dox.cnam.fr,214,host119.domain219.rsx218-dox.cnam.fr,21.331271ms,21.493173ms
client-1.rsx218-dox.cnam.fr,215,host78.domain24.rsx218-dox.cnam.fr,19.419963ms,21.483526ms
client-1.rsx218-dox.cnam.fr,216,host157.domain143.rsx218-dox.cnam.fr,19.562232ms,21.474630ms
client-1.rsx218-dox.cnam.fr,217,host38.domain95.rsx218-dox.cnam.fr,20.055032ms,21.468088ms
client-1.rsx218-dox.cnam.fr,218,host36.domain198.rsx218-dox.cnam.fr,20.842856ms,21.465216ms
client-1.rsx218-dox.cnam.fr,219,host178.domain154.rsx218-dox.cnam.fr,20.417775ms,21.460429ms
client-1.rsx218-dox.cnam.fr,220,host70.domain152.rsx218-dox.cnam.fr,18.875152ms,21.448677ms
client-1.rsx218-dox.cnam.fr,221,host4.domain20.rsx218-dox.cnam.fr,19.182674ms,21.438421ms
client-1.rsx218-dox.cnam.fr,222,host202.domain49.rsx218-dox.cnam.fr,21.729295ms,21.439730ms
client-1.rsx218-dox.cnam.fr,223,host203.domain29.rsx218-dox.cnam.fr,19.190922ms,21.429641ms
client-1.rsx218-dox.cnam.fr,224,host117.domain176.rsx218-dox.cnam.fr,19.678113ms,21.421821ms
client-1.rsx218-dox.cnam.fr,225,host117.domain169.rsx218-dox.cnam.fr,21.193833ms,21.420804ms
client-1.rsx218-dox.cnam.fr,226,host136.domain57.rsx218-dox.cnam.fr,19.026708ms,21.410208ms
client-1.rsx218-dox.cnam.fr,227,host13.domain155.rsx218-dox.cnam.fr,31.814594ms,21.456040ms
client-1.rsx218-dox.cnam.fr,228,host100.domain18.rsx218-dox.cnam.fr,18.506255ms,21.443101ms
client-1.rsx218-dox.cnam.fr,229,host149.domain243.rsx218-dox.cnam.fr,20.174231ms,21.437559ms
client-1.rsx218-dox.cnam.fr,230,host45.domain102.rsx218-dox.cnam.fr,18.2001ms,21.423483ms
client-1.rsx218-dox.cnam.fr,231,host180.domain42.rsx218-dox.cnam.fr,20.474799ms,21.419372ms
client-1.rsx218-dox.cnam.fr,232,host7.domain102.rsx218-dox.cnam.fr,18.361239ms,21.406190ms
client-1.rsx218-dox.cnam.fr,233,host80.domain125.rsx218-dox.cnam.fr,19.838194ms,21.399459ms
client-1.rsx218-dox.cnam.fr,234,host17.domain9.rsx218-dox.cnam.fr,20.688792ms,21.396419ms
client-1.rsx218-dox.cnam.fr,235,host119.domain184.rsx218-dox.cnam.fr,19.523512ms,21.388447ms
client-1.rsx218-dox.cnam.fr,236,host154.domain20.rsx218-dox.cnam.fr,23.07953ms,21.395610ms
client-1.rsx218-dox.cnam.fr,237,host113.domain75.rsx218-dox.cnam.fr,20.733835ms,21.392814ms
client-1.rsx218-dox.cnam.fr,238,host198.domain228.rsx218-dox.cnam.fr,19.962243ms,21.386803ms
client-1.rsx218-dox.cnam.fr,239,host170.domain104.rsx218-dox.cnam.fr,20.755082ms,21.384159ms
client-1.rsx218-dox.cnam.fr,240,host39.domain81.rsx218-dox.cnam.fr,20.407173ms,21.380088ms
client-1.rsx218-dox.cnam.fr,241,host193.domain7.rsx218-dox.cnam.fr,19.703456ms,21.373129ms
client-1.rsx218-dox.cnam.fr,242,host229.domain96.rsx218-dox.cnam.fr,21.392168ms,21.373207ms
client-1.rsx218-dox.cnam.fr,243,host149.domain129.rsx218-dox.cnam.fr,20.489934ms,21.369568ms
client-1.rsx218-dox.cnam.fr,244,host67.domain138.rsx218-dox.cnam.fr,20.563039ms,21.366262ms
