client,reqID,url,elapsedTime,averageReqTime
client-1.rsx218-dox.cnam.fr,105,host29.domain83.rsx218-dox.cnam.fr,57.790586ms,57.738543ms
client-1.rsx218-dox.cnam.fr,106,host61.domain147.rsx218-dox.cnam.fr,57.847804ms,57.739566ms
client-1.rsx218-dox.cnam.fr,107,host202.domain217.rsx218-dox.cnam.fr,53.893076ms,57.703617ms
client-1.rsx218-dox.cnam.fr,108,host205.domain61.rsx218-dox.cnam.fr,56.747195ms,57.694759ms
client-1.rsx218-dox.cnam.fr,109,host136.domain216.rsx218-dox.cnam.fr,53.825959ms,57.659257ms
client-1.rsx218-dox.cnam.fr,110,host168.domain92.rsx218-dox.cnam.fr,57.384494ms,57.656755ms
client-1.rsx218-dox.cnam.fr,111,host244.domain110.rsx218-dox.cnam.fr,52.984517ms,57.614658ms
client-1.rsx218-dox.cnam.fr,112,host177.domain123.rsx218-dox.cnam.fr,51.417306ms,57.559321ms
client-1.rsx218-dox.cnam.fr,113,host73.domain179.rsx218-dox.cnam.fr,57.081496ms,57.555088ms
client-1.rsx218-dox.cnam.fr,114,host155.domain229.rsx218-dox.cnam.fr,56.495161ms,57.545789ms
client-1.rsx218-dox.cnam.fr,115,host19.domain53.rsx218-dox.cnam.fr,63.061304ms,57.593748ms
client-1.rsx218-dox.cnam.fr,116,host247.domain161.rsx218-dox.cnam.fr,57.488107ms,57.592836ms
client-1.rsx218-dox.cnam.fr,117,host30.domain27.rsx218-dox.cnam.fr,57.834618ms,57.594897ms
client-1.rsx218-dox.cnam.fr,118,host168.domain224.rsx218-dox.cnam.fr,53.808384ms,57.562805ms
client-1.rsx218-dox.cnam.fr,119,host84.domain139.rsx218-dox.cnam.fr,57.890918ms,57.565555ms
client-1.rsx218-dox.cnam.fr,120,host59.domain139.rsx218-dox.cnam.fr,56.796156ms,57.559142ms
client-1.rsx218-dox.cnam.fr,121,host72.domain84.rsx218-dox.cnam.fr,55.828488ms,57.544835ms
client-1.rsx218-dox.cnam.fr,122,host102.domain247.rsx218-dox.cnam.fr,56.903769ms,57.539574ms
client-1.rsx218-dox.cnam.fr,123,host53.domain88.rsx218-dox.cnam.fr,56.982418ms,57.535041ms
client-1.rsx218-dox.cnam.fr,124,host52.domain112.rsx218-dox.cnam.fr,59.688095ms,57.552403ms
client-1.rsx218-dox.cnam.fr,125,host119.domain243.rsx218-dox.cnam.fr,57.024992ms,57.548176ms
client-1.rsx218-dox.cnam.fr,126,host183.domain148.rsx218-dox.cnam.fr,56.63813ms,57.540952ms
client-1.rsx218-dox.cnam.fr,127,host27.domain154.rsx218-dox.cnam.fr,59.031034ms,57.552685ms
client-1.rsx218-dox.cnam.fr,128,host162.domain114.rsx218-dox.cnam.fr,53.614971ms,57.521914ms
client-1.rsx218-dox.cnam.fr,129,host191.domain85.rsx218-dox.cnam.fr,61.380275ms,57.551822ms
client-1.rsx218-dox.cnam.fr,130,host51.domain104.rsx218-dox.cnam.fr,57.89722ms,57.554477ms
client-1.rsx218-dox.cnam.fr,131,host104.domain201.rsx218-dox.cnam.fr,56.250927ms,57.544519ms
client-1.rsx218-dox.cnam.fr,132,host116.domain198.rsx218-dox.cnam.fr,58.181882ms,57.549341ms
client-1.rsx218-dox.cnam.fr,133,host182.domain234.rsx218-dox.cnam.fr,57.629986ms,57.549940ms
client-1.rsx218-dox.cnam.fr,134,host121.domain16.rsx218-dox.cnam.fr,53.958467ms,57.523134ms
client-1.rsx218-dox.cnam.fr,135,host63.domain68.rsx218-dox.cnam.fr,55.781768ms,57.510230ms
client-1.rsx218-dox.cnam.fr,136,host164.domain85.rsx218-dox.cnam.fr,59.908535ms,57.527860ms
client-1.rsx218-dox.cnam.fr,137,host69.domain78.rsx218-dox.cnam.fr,52.91769ms,57.494204ms
client-1.rsx218-dox.cnam.fr,138,host24.domain79.rsx218-dox.cnam.fr,58.459732ms,57.501196ms
client-1.rsx218-dox.cnam.fr,139,host55.domain74.rsx218-dox.cnam.fr,61.084458ms,57.526971ms
client-1.rsx218-dox.cnam.fr,140,host53.domain144.rsx218-dox.cnam.fr,57.568576ms,57.527264ms
client-1.rsx218-dox.cnam.fr,141,host53.domain25.rsx218-dox.cnam.fr,58.179953ms,57.531887ms
client-1.rsx218-dox.cnam.fr,142,host67.domain71.rsx218-dox.cnam.fr,65.394068ms,57.587254ms
client-1.rsx218-dox.cnam.fr,143,host158.domain142.rsx218-dox.cnam.fr,53.626285ms,57.559552ms
client-1.rsx218-dox.cnam.fr,144,host225.domain156.rsx218-dox.cnam.fr,61.242787ms,57.585125ms
client-1.rsx218-dox.cnam.fr,145,host62.domain106.rsx218-dox.cnam.fr,54.863062ms,57.566352ms
client-1.rsx218-dox.cnam.fr,146,host163.domain191.rsx218-dox.cnam.fr,56.937773ms,57.562041ms
client-1.rsx218-dox.cnam.fr,147,host141.domain33.rsx218-dox.cnam.fr,56.517354ms,57.554932ms
client-1.rsx218-dox.cnam.fr,148,host245.domain84.rsx218-dox.cnam.fr,58.86038ms,57.563750ms
client-1.rsx218-dox.cnam.fr,149,host228.domain241.rsx218-dox.cnam.fr,59.695388ms,57.578054ms
client-1.rsx218-dox.cnam.fr,150,host207.domain229.rsx218-dox.cnam.fr,56.011173ms,57.567607ms
client-1.rsx218-dox.cnam.fr,151,host30.domain5.rsx218-dox.cnam.fr,56.810936ms,57.562589ms
client-1.rsx218-dox.cnam.fr,152,host24.domain194.rsx218-dox.cnam.fr,56.801028ms,57.557579ms
client-1.rsx218-dox.cnam.fr,153,host36.domain163.rsx218-dox.cnam.fr,58.892105ms,57.566301ms
client-1.rsx218-dox.cnam.fr,154,host54.domain63.rsx218-dox.cnam.fr,60.005015ms,57.582136ms
client-1.rsx218-dox.cnam.fr,155,host211.domain231.rsx218-dox.cnam.fr,56.234017ms,57.573439ms
client-1.rsx218-dox.cnam.fr,156,host225.domain238.rsx218-dox.cnam.fr,55.361474ms,57.559256ms
client-1.rsx218-dox.cnam.fr,157,host104.domain72.rsx218-dox.cnam.fr,52.629323ms,57.527854ms
client-1.rsx218-dox.cnam.fr,158,host223.domain73.rsx218-dox.cnam.fr,56.673789ms,57.522443ms
client-1.rsx218-dox.cnam.fr,159,host231.domain52.rsx218-dox.cnam.fr,34.382608ms,57.376906ms
client-1.rsx218-dox.cnam.fr,160,host108.domain40.rsx218-dox.cnam.fr,55.680777ms,57.366300ms
client-1.rsx218-dox.cnam.fr,161,host180.domain247.rsx218-dox.cnam.fr,57.040996ms,57.364273ms
client-1.rsx218-dox.cnam.fr,162,host106.domain129.rsx218-dox.cnam.fr,56.5715ms,57.359377ms
client-1.rsx218-dox.cnam.fr,163,host174.domain31.rsx218-dox.cnam.fr,56.929912ms,57.356736ms
client-1.rsx218-dox.cnam.fr,164,host148.domain48.rsx218-dox.cnam.fr,57.915714ms,57.360140ms
client-1.rsx218-dox.cnam.fr,165,host147.domain206.rsx218-dox.cnam.fr,57.611342ms,57.361661ms
client-1.rsx218-dox.cnam.fr,166,host115.domain76.rsx218-dox.cnam.fr,58.865782ms,57.370717ms
client-1.rsx218-dox.cnam.fr,167,host73.domain148.rsx218-dox.cnam.fr,57.779462ms,57.373162ms
client-1.rsx218-dox.cnam.fr,168,host244.domain109.rsx218-dox.cnam.fr,53.978281ms,57.352952ms
client-1.rsx218-dox.cnam.fr,169,host144.domain82.rsx218-dox.cnam.fr,56.657458ms,57.348834ms
client-1.rsx218-dox.cnam.fr,170,host186.domain157.rsx218-dox.cnam.fr,55.789643ms,57.339659ms
client-1.rsx218-dox.cnam.fr,171,host58.domain164.rsx218-dox.cnam.fr,58.929854ms,57.348953ms
client-1.rsx218-dox.cnam.fr,172,host157.domain242.rsx218-dox.cnam.fr,56.823312ms,57.345895ms
client-1.rsx218-dox.cnam.fr,173,host231.domain170.rsx218-dox.cnam.fr,58.051196ms,57.349971ms
client-1.rsx218-dox.cnam.fr,174,host93.domain25.rsx218-dox.cnam.fr,57.877806ms,57.353000ms
client-1.rsx218-dox.cnam.fr,175,host120.domain112.rsx218-dox.cnam.fr,58.724294ms,57.360834ms
client-1.rsx218-dox.cnam.fr,176,host226.domain163.rsx218-dox.cnam.fr,56.821636ms,57.357767ms
client-1.rsx218-dox.cnam.fr,177,host48.domain19.rsx218-dox.cnam.fr,55.780895ms,57.348853ms
client-1.rsx218-dox.cnam.fr,178,host120.domain246.rsx218-dox.cnam.fr,58.645741ms,57.356135ms
client-1.rsx218-dox.cnam.fr,179,host31.domain196.rsx218-dox.cnam.fr,56.004509ms,57.348581ms
client-1.rsx218-dox.cnam.fr,180,host35.domain179.rsx218-dox.cnam.fr,56.618957ms,57.344522ms
client-1.rsx218-dox.cnam.fr,181,host192.domain217.rsx218-dox.cnam.fr,51.792022ms,57.313845ms
client-1.rsx218-dox.cnam.fr,182,host164.domain133.rsx218-dox.cnam.fr,54.890611ms,57.300527ms
client-1.rsx218-dox.cnam.fr,183,host60.domain38.rsx218-dox.cnam.fr,50.837519ms,57.265208ms
client-1.rsx218-dox.cnam.fr,184,host195.domain40.rsx218-dox.cnam.fr,52.950532ms,57.241755ms
client-1.rsx218-dox.cnam.fr,185,host250.domain244.rsx218-dox.cnam.fr,54.837758ms,57.228757ms
client-1.rsx218-dox.cnam.fr,186,host244.domain48.rsx218-dox.cnam.fr,58.049276ms,57.233167ms
client-1.rsx218-dox.cnam.fr,187,host79.domain77.rsx218-dox.cnam.fr,58.859292ms,57.241861ms
client-1.rsx218-dox.cnam.fr,188,host194.domain18.rsx218-dox.cnam.fr,56.65707ms,57.238750ms
client-1.rsx218-dox.cnam.fr,189,host176.domain74.rsx218-dox.cnam.fr,54.304282ms,57.223222ms
client-1.rsx218-dox.cnam.fr,190,host103.domain98.rsx218-dox.cnam.fr,57.626425ms,57.225342ms
client-1.rsx218-dox.cnam.fr,191,host124.domain170.rsx218-dox.cnam.fr,58.412896ms,57.231555ms
client-1.rsx218-dox.cnam.fr,192,host21.domain73.rsx218-dox.cnam.fr,50.069555ms,57.194250ms
client-1.rsx218-dox.cnam.fr,193,host32.domain75.rsx218-dox.cnam.fr,59.907025ms,57.208306ms
client-1.rsx218-dox.cnam.fr,194,host240.domain76.rsx218-dox.cnam.fr,56.901045ms,57.206722ms
client-1.rsx218-dox.cnam.fr,195,host103.domain37.rsx218-dox.cnam.fr,56.919575ms,57.205246ms
client-1.rsx218-dox.cnam.fr,196,host35.domain14.rsx218-dox.cnam.fr,55.718736ms,57.197658ms
client-1.rsx218-dox.cnam.fr,197,host110.domain243.rsx218-dox.cnam.fr,58.030917ms,57.201883ms
client-1.rsx218-dox.cnam.fr,198,host193.domain0.rsx218-dox.cnam.fr,56.860344ms,57.200157ms
client-1.rsx218-dox.cnam.fr,199,host41.domain34.rsx218-dox.cnam.fr,60.806963ms,57.218276ms
client-1.rsx218-dox.cnam.fr,200,host227.domain44.rsx218-dox.cnam.fr,58.187799ms,57.223120ms
client-1.rsx218-dox.cnam.fr,201,host83.domain188.rsx218-dox.cnam.fr,58.452222ms,57.229234ms
client-1.rsx218-dox.cnam.fr,202,host231.domain103.rsx218-dox.cnam.fr,55.08869ms,57.218634ms
client-1.rsx218-dox.cnam.fr,203,host41.domain22.rsx218-dox.cnam.fr,58.547065ms,57.225177ms
client-1.rsx218-dox.cnam.fr,204,host127.domain161.rsx218-dox.cnam.fr,56.812957ms,57.223152ms
client-1.rsx218-dox.cnam.fr,205,host30.domain37.rsx218-dox.cnam.fr,57.052296ms,57.222317ms
client-1.rsx218-dox.cnam.fr,206,host246.domain239.rsx218-dox.cnam.fr,58.711823ms,57.229544ms
