"Time","Incoming","Outgoing"
2023-06-30 21:21:00,91.2,91.2
2023-06-30 21:21:15,87.4,87.4
2023-06-30 21:21:30,92.4,92.4
2023-06-30 21:21:45,92,92
2023-06-30 21:22:00,91.8,91.8
2023-06-30 21:22:15,93.4,93.4
2023-06-30 21:22:30,86,86
2023-06-30 21:22:45,31,31

